PacketID,EgressPort,PacketSize,Priority,DSCP,Color,VLANID,Sport,Dport
0,2,20,0,38,0,0,0,0
1,2,20,0,38,0,0,0,0
2,2,20,0,0,0,0,0,0
3,2,20,0,0,0,0,0,0
